x,y
0.857131964149592,3.0222911984726393
0.7596529104903333,2.531969033935868
0.6927722630975454,2.036540921589199
0.6552286809897392,1.538019162836964
0.6441306405616,1.0381924886772933
0.6550645220552318,0.5383437208372697
0.6824542984071821,0.039109516804439096
0.7198999070163511,-0.45948251231939297
0.7605706274227264,-0.9578255857109887
0.7975439778417402,-1.456452347016145
0.8241164739923189,-1.9557301671643916
0.8341095453449114,-2.455598756752298
0.8222515980189536,-2.9554093136751054
0.7844489763099481,-3.4539141652059087
0.7175316416507149,-3.9493339392663214
0.6171718246860002,-4.439041818066246
0.477011202808882,-4.9188134730120865
0.28801152396305496,-5.3814064906711385
0.03859487095400109,-5.814179319110989
-0.28333706474268405,-6.195625111727028
-0.6825787478355518,-6.494485117324156
-1.1436275857652443,-6.684549923137268
-1.638241858557647,-6.741439500859771
-2.1068177769259457,-6.588004132973266
-2.4049287725926005,-6.193822199126002
-2.5374457866154554,-5.713157104037999
-2.5722731924140843,-5.214874953702738
-2.5389950789076554,-4.716286923230481
-2.453941323974699,-4.22374096595531
-2.3327375205904737,-3.7387302611011797
-2.189016865921072,-3.2598569873653127
-2.0343058934492757,-2.7843979053609273
-1.8787852555075415,-2.309201428888164
-1.7321116889223798,-1.8312164606855645
-1.604128983988002,-1.3479261559433713
-1.5053810350677341,-0.8578816937913228
-1.4471063107018496,-0.36147132742769933
-1.4403572650281786,0.13821494936124162
-1.4940427327835921,0.6349800152208329
-1.6110740877925454,1.1207678286465157
-1.7721415536911296,1.594031812611431
-1.9491537485126424,2.0616476332895037
-2.116816285136047,2.532644411070102
-2.2429922591527918,3.0160957340317367
-2.2742042079418585,3.513649264287833
-2.1361164738275633,3.990537457054756
-1.828851378622981,4.381937622935524
-1.4182070571015721,4.664441916335519
-0.9483031393008873,4.83136526510288
-0.45165003249697283,4.876201262300998
0.0404463595759212,4.795511402023033
0.4980113667392871,4.596912789407604
0.8711336230841503,4.326685093874328
